date,,date,state,fips,cases,deaths
2020-02-12,94,2020-02-12,Arizona,4,1,0
2020-02-12,97,2020-02-12,Massachusetts,25,1,0
2020-02-12,98,2020-02-12,Texas,48,1,0
2020-02-12,99,2020-02-12,Washington,53,1,0
2020-02-12,100,2020-02-12,Wisconsin,55,1,0
2020-02-13,102,2020-02-13,California,6,7,0
2020-02-13,103,2020-02-13,Illinois,17,2,0
2020-02-13,105,2020-02-13,Texas,48,2,0
2020-02-13,101,2020-02-13,Arizona,4,1,0
2020-02-13,104,2020-02-13,Massachusetts,25,1,0
2020-02-13,106,2020-02-13,Washington,53,1,0
2020-02-13,107,2020-02-13,Wisconsin,55,1,0
2020-02-14,109,2020-02-14,California,6,7,0
2020-02-14,110,2020-02-14,Illinois,17,2,0
2020-02-14,112,2020-02-14,Texas,48,2,0
2020-02-14,108,2020-02-14,Arizona,4,1,0
2020-02-14,111,2020-02-14,Massachusetts,25,1,0
2020-02-14,113,2020-02-14,Washington,53,1,0
2020-02-14,114,2020-02-14,Wisconsin,55,1,0
2020-02-15,116,2020-02-15,California,6,7,0
2020-02-15,117,2020-02-15,Illinois,17,2,0
2020-02-15,119,2020-02-15,Texas,48,2,0
2020-02-15,115,2020-02-15,Arizona,4,1,0
2020-02-15,118,2020-02-15,Massachusetts,25,1,0
2020-02-15,120,2020-02-15,Washington,53,1,0
2020-02-15,121,2020-02-15,Wisconsin,55,1,0
2020-02-16,123,2020-02-16,California,6,7,0
2020-02-16,124,2020-02-16,Illinois,17,2,0
2020-02-16,126,2020-02-16,Texas,48,2,0
2020-02-16,122,2020-02-16,Arizona,4,1,0
2020-02-16,125,2020-02-16,Massachusetts,25,1,0
2020-02-16,127,2020-02-16,Washington,53,1,0
2020-02-16,128,2020-02-16,Wisconsin,55,1,0
2020-02-17,133,2020-02-17,Nebraska,31,10,0
2020-02-17,130,2020-02-17,California,6,7,0
2020-02-17,131,2020-02-17,Illinois,17,2,0
2020-02-17,134,2020-02-17,Texas,48,2,0
2020-02-17,129,2020-02-17,Arizona,4,1,0
2020-02-17,132,2020-02-17,Massachusetts,25,1,0
2020-02-17,135,2020-02-17,Washington,53,1,0
2020-02-17,136,2020-02-17,Wisconsin,55,1,0
2020-02-18,141,2020-02-18,Nebraska,31,10,0
2020-02-18,138,2020-02-18,California,6,7,0
2020-02-18,139,2020-02-18,Illinois,17,2,0
2020-02-18,142,2020-02-18,Texas,48,2,0
2020-02-18,137,2020-02-18,Arizona,4,1,0
2020-02-18,140,2020-02-18,Massachusetts,25,1,0
2020-02-18,143,2020-02-18,Washington,53,1,0
2020-02-18,144,2020-02-18,Wisconsin,55,1,0
2020-02-19,149,2020-02-19,Nebraska,31,10,0
2020-02-19,146,2020-02-19,California,6,7,0
2020-02-19,147,2020-02-19,Illinois,17,2,0
2020-02-19,150,2020-02-19,Texas,48,2,0
2020-02-19,145,2020-02-19,Arizona,4,1,0
2020-02-19,148,2020-02-19,Massachusetts,25,1,0
2020-02-19,151,2020-02-19,Washington,53,1,0
2020-02-19,152,2020-02-19,Wisconsin,55,1,0
2020-02-20,157,2020-02-20,Nebraska,31,11,0
2020-02-20,154,2020-02-20,California,6,8,0
2020-02-20,155,2020-02-20,Illinois,17,2,0
2020-02-20,158,2020-02-20,Texas,48,2,0
2020-02-20,153,2020-02-20,Arizona,4,1,0
2020-02-20,156,2020-02-20,Massachusetts,25,1,0
2020-02-20,159,2020-02-20,Washington,53,1,0
2020-02-20,160,2020-02-20,Wisconsin,55,1,0
2020-02-21,165,2020-02-21,Nebraska,31,11,0
2020-02-21,162,2020-02-21,California,6,9,0
2020-02-21,166,2020-02-21,Texas,48,4,0
2020-02-21,163,2020-02-21,Illinois,17,2,0
2020-02-21,161,2020-02-21,Arizona,4,1,0
2020-02-21,164,2020-02-21,Massachusetts,25,1,0
2020-02-21,167,2020-02-21,Washington,53,1,0
2020-02-21,168,2020-02-21,Wisconsin,55,1,0
2020-02-22,173,2020-02-22,Nebraska,31,11,0
2020-02-22,170,2020-02-22,California,6,9,0
2020-02-22,174,2020-02-22,Texas,48,4,0
2020-02-22,171,2020-02-22,Illinois,17,2,0
2020-02-22,169,2020-02-22,Arizona,4,1,0
2020-02-22,172,2020-02-22,Massachusetts,25,1,0
2020-02-22,175,2020-02-22,Washington,53,1,0
2020-02-22,176,2020-02-22,Wisconsin,55,1,0
2020-02-23,181,2020-02-23,Nebraska,31,11,0
2020-02-23,178,2020-02-23,California,6,9,0
2020-02-23,182,2020-02-23,Texas,48,4,0
2020-02-23,179,2020-02-23,Illinois,17,2,0
2020-02-23,177,2020-02-23,Arizona,4,1,0
2020-02-23,180,2020-02-23,Massachusetts,25,1,0
2020-02-23,183,2020-02-23,Washington,53,1,0
2020-02-23,184,2020-02-23,Wisconsin,55,1,0
2020-02-24,189,2020-02-24,Nebraska,31,12,0
2020-02-24,186,2020-02-24,California,6,11,0
2020-02-24,190,2020-02-24,Texas,48,10,0
2020-02-24,191,2020-02-24,Washington,53,5,0
2020-02-24,187,2020-02-24,Illinois,17,2,0
2020-02-24,185,2020-02-24,Arizona,4,1,0
2020-02-24,188,2020-02-24,Massachusetts,25,1,0
2020-02-24,192,2020-02-24,Wisconsin,55,1,0
2020-02-25,197,2020-02-25,Nebraska,31,13,0
2020-02-25,194,2020-02-25,California,6,11,0
2020-02-25,198,2020-02-25,Texas,48,10,0
2020-02-25,200,2020-02-25,Washington,53,5,0
2020-02-25,195,2020-02-25,Illinois,17,2,0
2020-02-25,193,2020-02-25,Arizona,4,1,0
2020-02-25,196,2020-02-25,Massachusetts,25,1,0
2020-02-25,199,2020-02-25,Utah,49,1,0
2020-02-25,201,2020-02-25,Wisconsin,55,1,0
2020-02-26,203,2020-02-26,California,6,26,0
2020-02-26,206,2020-02-26,Nebraska,31,13,0
2020-02-26,207,2020-02-26,Texas,48,10,0
2020-02-26,209,2020-02-26,Washington,53,5,0
2020-02-26,204,2020-02-26,Illinois,17,2,0
2020-02-26,202,2020-02-26,Arizona,4,1,0
2020-02-26,205,2020-02-26,Massachusetts,25,1,0
2020-02-26,208,2020-02-26,Utah,49,1,0
2020-02-26,210,2020-02-26,Wisconsin,55,1,0
2020-02-27,212,2020-02-27,California,6,26,0
2020-02-27,215,2020-02-27,Nebraska,31,13,0
2020-02-27,216,2020-02-27,Texas,48,10,0
2020-02-27,218,2020-02-27,Washington,53,5,0
2020-02-27,213,2020-02-27,Illinois,17,2,0
2020-02-27,211,2020-02-27,Arizona,4,1,0
2020-02-27,214,2020-02-27,Massachusetts,25,1,0
2020-02-27,217,2020-02-27,Utah,49,1,0
2020-02-27,219,2020-02-27,Wisconsin,55,1,0
2020-02-28,221,2020-02-28,California,6,27,0
2020-02-28,224,2020-02-28,Nebraska,31,13,0
2020-02-28,226,2020-02-28,Texas,48,11,0
2020-02-28,228,2020-02-28,Washington,53,7,0
2020-02-28,222,2020-02-28,Illinois,17,2,0
2020-02-28,220,2020-02-28,Arizona,4,1,0
2020-02-28,223,2020-02-28,Massachusetts,25,1,0
2020-02-28,225,2020-02-28,Oregon,41,1,0
2020-02-28,227,2020-02-28,Utah,49,1,0
2020-02-28,229,2020-02-28,Wisconsin,55,1,0
2020-02-29,231,2020-02-29,California,6,28,0
2020-02-29,234,2020-02-29,Nebraska,31,13,0
2020-02-29,236,2020-02-29,Texas,48,11,0
2020-02-29,238,2020-02-29,Washington,53,10,1
2020-02-29,232,2020-02-29,Illinois,17,3,0
2020-02-29,230,2020-02-29,Arizona,4,1,0
2020-02-29,233,2020-02-29,Massachusetts,25,1,0
2020-02-29,235,2020-02-29,Oregon,41,1,0
2020-02-29,237,2020-02-29,Utah,49,1,0
2020-02-29,239,2020-02-29,Wisconsin,55,1,0
2020-03-01,241,2020-03-01,California,6,33,0
2020-03-01,251,2020-03-01,Washington,53,17,3
2020-03-01,245,2020-03-01,Nebraska,31,13,0
2020-03-01,249,2020-03-01,Texas,48,11,0
2020-03-01,243,2020-03-01,Illinois,17,3,0
2020-03-01,242,2020-03-01,Florida,12,2,0
2020-03-01,247,2020-03-01,Oregon,41,2,0
2020-03-01,248,2020-03-01,Rhode Island,44,2,0
2020-03-01,240,2020-03-01,Arizona,4,1,0
2020-03-01,244,2020-03-01,Massachusetts,25,1,0
2020-03-02,254,2020-03-02,California,6,38,0
2020-03-02,266,2020-03-02,Washington,53,23,6
2020-03-02,259,2020-03-02,Nebraska,31,13,0
2020-03-02,264,2020-03-02,Texas,48,11,0
2020-03-02,257,2020-03-02,Illinois,17,4,0
2020-03-02,255,2020-03-02,Florida,12,2,0
2020-03-02,256,2020-03-02,Georgia,13,2,0
2020-03-02,258,2020-03-02,Massachusetts,25,2,0
2020-03-02,262,2020-03-02,Oregon,41,2,0
2020-03-02,263,2020-03-02,Rhode Island,44,2,0
2020-03-03,269,2020-03-03,California,6,45,0
2020-03-03,282,2020-03-03,Washington,53,32,10
2020-03-03,274,2020-03-03,Nebraska,31,13,0
2020-03-03,280,2020-03-03,Texas,48,11,0
2020-03-03,272,2020-03-03,Illinois,17,4,0
2020-03-03,270,2020-03-03,Florida,12,3,0
2020-03-03,268,2020-03-03,Arizona,4,2,0
2020-03-03,271,2020-03-03,Georgia,13,2,0
2020-03-03,273,2020-03-03,Massachusetts,25,2,0
2020-03-03,275,2020-03-03,New Hampshire,33,2,0
2020-03-04,285,2020-03-04,California,6,55,1
2020-03-04,299,2020-03-04,Washington,53,47,11
2020-03-04,290,2020-03-04,Nebraska,31,13,0
2020-03-04,297,2020-03-04,Texas,48,12,0
2020-03-04,293,2020-03-04,New York,36,11,0
2020-03-04,288,2020-03-04,Illinois,17,4,0
2020-03-04,286,2020-03-04,Florida,12,3,0
2020-03-04,284,2020-03-04,Arizona,4,2,0
2020-03-04,287,2020-03-04,Georgia,13,2,0
2020-03-04,289,2020-03-04,Massachusetts,25,2,0
2020-03-05,320,2020-03-05,Washington,53,75,11
2020-03-05,302,2020-03-05,California,6,67,1
2020-03-05,313,2020-03-05,New York,36,22,0
2020-03-05,318,2020-03-05,Texas,48,16,0
2020-03-05,309,2020-03-05,Nebraska,31,13,0
2020-03-05,306,2020-03-05,Illinois,17,5,0
2020-03-05,304,2020-03-05,Florida,12,4,0
2020-03-05,307,2020-03-05,Maryland,24,3,0
2020-03-05,308,2020-03-05,Massachusetts,25,3,0
2020-03-05,301,2020-03-05,Arizona,4,2,0
2020-03-06,348,2020-03-06,Washington,53,86,12
2020-03-06,323,2020-03-06,California,6,81,1
2020-03-06,338,2020-03-06,New York,36,44,0
2020-03-06,346,2020-03-06,Texas,48,19,0
2020-03-06,334,2020-03-06,Nebraska,31,14,0
2020-03-06,324,2020-03-06,Colorado,8,8,0
2020-03-06,332,2020-03-06,Massachusetts,25,8,0
2020-03-06,325,2020-03-06,Florida,12,7,2
2020-03-06,328,2020-03-06,Illinois,17,6,0
2020-03-06,337,2020-03-06,New Jersey,34,4,0
2020-03-07,381,2020-03-07,Washington,53,110,16
2020-03-07,351,2020-03-07,California,6,100,1
2020-03-07,369,2020-03-07,New York,36,89,0
2020-03-07,377,2020-03-07,Texas,48,19,0
2020-03-07,365,2020-03-07,Nebraska,31,14,0
2020-03-07,362,2020-03-07,Massachusetts,25,13,0
2020-03-07,354,2020-03-07,Florida,12,12,2
2020-03-07,352,2020-03-07,Colorado,8,8,0
2020-03-07,355,2020-03-07,Georgia,13,7,0
2020-03-07,357,2020-03-07,Illinois,17,6,0
2020-03-08,416,2020-03-08,Washington,53,141,19
2020-03-08,384,2020-03-08,California,6,112,1
2020-03-08,404,2020-03-08,New York,36,106,0
2020-03-08,397,2020-03-08,Massachusetts,25,28,0
2020-03-08,412,2020-03-08,Texas,48,23,0
2020-03-08,400,2020-03-08,Nebraska,31,16,0
2020-03-08,388,2020-03-08,Florida,12,13,2
2020-03-08,407,2020-03-08,Oregon,41,13,0
2020-03-08,389,2020-03-08,Georgia,13,11,0
2020-03-08,385,2020-03-08,Colorado,8,8,0
2020-03-09,453,2020-03-09,Washington,53,179,22
2020-03-09,419,2020-03-09,California,6,172,2
2020-03-09,440,2020-03-09,New York,36,142,0
2020-03-09,433,2020-03-09,Massachusetts,25,41,0
2020-03-09,449,2020-03-09,Texas,48,24,0
2020-03-09,424,2020-03-09,Georgia,13,17,0
2020-03-09,436,2020-03-09,Nebraska,31,16,0
2020-03-09,423,2020-03-09,Florida,12,14,2
2020-03-09,444,2020-03-09,Oregon,41,13,0
2020-03-09,420,2020-03-09,Colorado,8,12,0
2020-03-10,492,2020-03-10,Washington,53,279,24
2020-03-10,456,2020-03-10,California,6,179,3
2020-03-10,478,2020-03-10,New York,36,173,0
2020-03-10,470,2020-03-10,Massachusetts,25,92,0
2020-03-10,488,2020-03-10,Texas,48,31,0
2020-03-10,460,2020-03-10,Florida,12,23,2
2020-03-10,461,2020-03-10,Georgia,13,22,0
2020-03-10,463,2020-03-10,Illinois,17,19,0
2020-03-10,457,2020-03-10,Colorado,8,17,0
2020-03-10,474,2020-03-10,Nebraska,31,17,0
2020-03-11,536,2020-03-11,Washington,53,338,29
2020-03-11,521,2020-03-11,New York,36,217,0
2020-03-11,496,2020-03-11,California,6,202,4
2020-03-11,511,2020-03-11,Massachusetts,25,95,0
2020-03-11,497,2020-03-11,Colorado,8,34,0
2020-03-11,532,2020-03-11,Texas,48,33,0
2020-03-11,502,2020-03-11,Georgia,13,31,0
2020-03-11,501,2020-03-11,Florida,12,26,2
2020-03-11,504,2020-03-11,Illinois,17,25,0
2020-03-11,516,2020-03-11,Nebraska,31,23,0
2020-03-12,583,2020-03-12,Washington,53,419,32
2020-03-12,568,2020-03-12,New York,36,326,0
2020-03-12,542,2020-03-12,California,6,252,4
2020-03-12,558,2020-03-12,Massachusetts,25,108,0
2020-03-12,543,2020-03-12,Colorado,8,49,1
2020-03-12,547,2020-03-12,Florida,12,46,2
2020-03-12,579,2020-03-12,Texas,48,41,0
2020-03-12,550,2020-03-12,Illinois,17,32,0
2020-03-12,548,2020-03-12,Georgia,13,31,1
2020-03-12,573,2020-03-12,Oregon,41,30,0
2020-03-13,634,2020-03-13,Washington,53,511,37
2020-03-13,618,2020-03-13,New York,36,421,0
2020-03-13,590,2020-03-13,California,6,320,5
2020-03-13,607,2020-03-13,Massachusetts,25,123,0
2020-03-13,591,2020-03-13,Colorado,8,78,2
2020-03-13,595,2020-03-13,Florida,12,70,2
2020-03-13,630,2020-03-13,Texas,48,58,0
2020-03-13,616,2020-03-13,New Jersey,34,50,1
2020-03-13,599,2020-03-13,Illinois,17,46,0
2020-03-13,596,2020-03-13,Georgia,13,41,1
2020-03-14,669,2020-03-14,New York,36,610,2
2020-03-14,686,2020-03-14,Washington,53,609,40
2020-03-14,641,2020-03-14,California,6,381,5
2020-03-14,658,2020-03-14,Massachusetts,25,138,0
2020-03-14,642,2020-03-14,Colorado,8,103,2
2020-03-14,655,2020-03-14,Louisiana,22,77,1
2020-03-14,667,2020-03-14,New Jersey,34,75,2
2020-03-14,646,2020-03-14,Florida,12,70,3
2020-03-14,681,2020-03-14,Texas,48,69,0
2020-03-14,650,2020-03-14,Illinois,17,66,0
2020-03-15,722,2020-03-15,New York,36,732,6
2020-03-15,739,2020-03-15,Washington,53,675,42
2020-03-15,693,2020-03-15,California,6,478,6
2020-03-15,711,2020-03-15,Massachusetts,25,164,0
2020-03-15,694,2020-03-15,Colorado,8,136,2
2020-03-15,698,2020-03-15,Florida,12,109,3
2020-03-15,708,2020-03-15,Louisiana,22,103,2
2020-03-15,720,2020-03-15,New Jersey,34,98,2
2020-03-15,699,2020-03-15,Georgia,13,97,1
2020-03-15,703,2020-03-15,Illinois,17,94,0
2020-03-16,775,2020-03-16,New York,36,950,10
2020-03-16,792,2020-03-16,Washington,53,794,48
2020-03-16,746,2020-03-16,California,6,588,11
2020-03-16,764,2020-03-16,Massachusetts,25,197,0
2020-03-16,773,2020-03-16,New Jersey,34,176,3
2020-03-16,747,2020-03-16,Colorado,8,161,2
2020-03-16,751,2020-03-16,Florida,12,141,4
2020-03-16,761,2020-03-16,Louisiana,22,137,3
2020-03-16,752,2020-03-16,Georgia,13,118,1
2020-03-16,756,2020-03-16,Illinois,17,104,0
2020-03-17,828,2020-03-17,New York,36,1375,18
2020-03-17,845,2020-03-17,Washington,53,908,54
2020-03-17,799,2020-03-17,California,6,732,14
2020-03-17,826,2020-03-17,New Jersey,34,268,3
2020-03-17,817,2020-03-17,Massachusetts,25,218,0
2020-03-17,804,2020-03-17,Florida,12,210,6
2020-03-17,814,2020-03-17,Louisiana,22,196,5
2020-03-17,800,2020-03-17,Colorado,8,183,3
2020-03-17,809,2020-03-17,Illinois,17,159,1
2020-03-17,805,2020-03-17,Georgia,13,142,1
2020-03-18,882,2020-03-18,New York,36,2387,32
2020-03-18,899,2020-03-18,Washington,53,1026,68
2020-03-18,853,2020-03-18,California,6,893,17
2020-03-18,880,2020-03-18,New Jersey,34,427,5
2020-03-18,858,2020-03-18,Florida,12,326,7
2020-03-18,863,2020-03-18,Illinois,17,286,1
2020-03-18,868,2020-03-18,Louisiana,22,280,7
2020-03-18,871,2020-03-18,Massachusetts,25,256,0
2020-03-18,854,2020-03-18,Colorado,8,216,3
2020-03-18,859,2020-03-18,Georgia,13,193,3
2020-03-19,936,2020-03-19,New York,36,4161,39
2020-03-19,953,2020-03-19,Washington,53,1228,75
2020-03-19,907,2020-03-19,California,6,1067,19
2020-03-19,934,2020-03-19,New Jersey,34,735,9
2020-03-19,912,2020-03-19,Florida,12,434,8
2020-03-19,917,2020-03-19,Illinois,17,420,4
2020-03-19,922,2020-03-19,Louisiana,22,392,10
2020-03-19,926,2020-03-19,Michigan,26,334,3
2020-03-19,925,2020-03-19,Massachusetts,25,328,0
2020-03-19,913,2020-03-19,Georgia,13,282,10
2020-03-20,990,2020-03-20,New York,36,7113,68
2020-03-20,1007,2020-03-20,Washington,53,1404,83
2020-03-20,961,2020-03-20,California,6,1283,24
2020-03-20,988,2020-03-20,New Jersey,34,896,11
2020-03-20,971,2020-03-20,Illinois,17,583,5
2020-03-20,966,2020-03-20,Florida,12,564,9
2020-03-20,980,2020-03-20,Michigan,26,548,4
2020-03-20,976,2020-03-20,Louisiana,22,537,10
2020-03-20,967,2020-03-20,Georgia,13,482,14
2020-03-20,979,2020-03-20,Massachusetts,25,413,1
2020-03-21,1044,2020-03-21,New York,36,10371,95
2020-03-21,1061,2020-03-21,Washington,53,1655,95
2020-03-21,1015,2020-03-21,California,6,1544,28
2020-03-21,1042,2020-03-21,New Jersey,34,1336,16
2020-03-21,1034,2020-03-21,Michigan,26,787,6
2020-03-21,1020,2020-03-21,Florida,12,764,11
2020-03-21,1030,2020-03-21,Louisiana,22,763,16
2020-03-21,1025,2020-03-21,Illinois,17,751,6
2020-03-21,1021,2020-03-21,Georgia,13,552,20
2020-03-21,1056,2020-03-21,Texas,48,547,5
2020-03-22,1098,2020-03-22,New York,36,15188,142
2020-03-22,1096,2020-03-22,New Jersey,34,1914,20
2020-03-22,1069,2020-03-22,California,6,1851,35
2020-03-22,1115,2020-03-22,Washington,53,1844,97
2020-03-22,1079,2020-03-22,Illinois,17,1047,9
2020-03-22,1088,2020-03-22,Michigan,26,1033,9
2020-03-22,1074,2020-03-22,Florida,12,1000,13
2020-03-22,1084,2020-03-22,Louisiana,22,837,20
2020-03-22,1087,2020-03-22,Massachusetts,25,646,5
2020-03-22,1110,2020-03-22,Texas,48,639,7
2020-03-23,1152,2020-03-23,New York,36,20899,183
2020-03-23,1150,2020-03-23,New Jersey,34,2844,27
2020-03-23,1123,2020-03-23,California,6,2240,39
2020-03-23,1169,2020-03-23,Washington,53,2101,110
2020-03-23,1142,2020-03-23,Michigan,26,1324,16
2020-03-23,1133,2020-03-23,Illinois,17,1285,12
2020-03-23,1128,2020-03-23,Florida,12,1222,18
2020-03-23,1138,2020-03-23,Louisiana,22,1172,34
2020-03-23,1129,2020-03-23,Georgia,13,800,25
2020-03-23,1141,2020-03-23,Massachusetts,25,777,9
2020-03-24,1206,2020-03-24,New York,36,25704,264
2020-03-24,1204,2020-03-24,New Jersey,34,3675,44
2020-03-24,1177,2020-03-24,California,6,2644,52
2020-03-24,1223,2020-03-24,Washington,53,2469,123
2020-03-24,1196,2020-03-24,Michigan,26,1791,24
2020-03-24,1187,2020-03-24,Illinois,17,1535,16
2020-03-24,1182,2020-03-24,Florida,12,1467,20
2020-03-24,1192,2020-03-24,Louisiana,22,1388,46
2020-03-24,1195,2020-03-24,Massachusetts,25,1159,11
2020-03-24,1183,2020-03-24,Georgia,13,1095,38
2020-03-25,1260,2020-03-25,New York,36,33117,381
2020-03-25,1258,2020-03-25,New Jersey,34,4402,62
2020-03-25,1231,2020-03-25,California,6,3183,68
2020-03-25,1277,2020-03-25,Washington,53,2585,130
2020-03-25,1250,2020-03-25,Michigan,26,2293,43
2020-03-25,1236,2020-03-25,Florida,12,1971,23
2020-03-25,1241,2020-03-25,Illinois,17,1874,21
2020-03-25,1249,2020-03-25,Massachusetts,25,1838,15
2020-03-25,1246,2020-03-25,Louisiana,22,1795,65
2020-03-25,1237,2020-03-25,Georgia,13,1385,47
2020-03-26,1314,2020-03-26,New York,36,39058,502
2020-03-26,1312,2020-03-26,New Jersey,34,6876,82
2020-03-26,1285,2020-03-26,California,6,4060,83
2020-03-26,1331,2020-03-26,Washington,53,3208,152
2020-03-26,1304,2020-03-26,Michigan,26,2877,63
2020-03-26,1295,2020-03-26,Illinois,17,2538,26
2020-03-26,1290,2020-03-26,Florida,12,2478,29
2020-03-26,1303,2020-03-26,Massachusetts,25,2417,25
2020-03-26,1300,2020-03-26,Louisiana,22,2305,83
2020-03-26,1320,2020-03-26,Pennsylvania,42,1690,16
2020-03-27,1368,2020-03-27,New York,36,44746,645
2020-03-27,1366,2020-03-27,New Jersey,34,8825,108
2020-03-27,1339,2020-03-27,California,6,4915,104
2020-03-27,1385,2020-03-27,Washington,53,3770,179
2020-03-27,1358,2020-03-27,Michigan,26,3655,93
2020-03-27,1357,2020-03-27,Massachusetts,25,3240,35
2020-03-27,1344,2020-03-27,Florida,12,3198,46
2020-03-27,1349,2020-03-27,Illinois,17,3029,37
2020-03-27,1354,2020-03-27,Louisiana,22,2746,119
2020-03-27,1374,2020-03-27,Pennsylvania,42,2217,23
2020-03-28,1422,2020-03-28,New York,36,53517,935
2020-03-28,1420,2020-03-28,New Jersey,34,11124,140
2020-03-28,1393,2020-03-28,California,6,5566,122
2020-03-28,1412,2020-03-28,Michigan,26,4634,112
2020-03-28,1440,2020-03-28,Washington,53,4311,193
2020-03-28,1411,2020-03-28,Massachusetts,25,4257,44
2020-03-28,1398,2020-03-28,Florida,12,4038,56
